aspect_key,aspect_label,term,count_high,count_low,total_high,total_low,low_review_share,high_review_share,lift_low_vs_high,log_lift_low_vs_high,afinn_term_score,term_sentiment,term_type
value_rating,Value,monkeys,23,14,254,85,0.169,0.092,1.83,0.604,0,neutral,word
value_rating,Value,late,15,9,254,85,0.11,0.061,1.817,0.597,0,neutral,word
value_rating,Value,water,20,12,254,85,0.145,0.08,1.808,0.592,0,neutral,word
value_rating,Value,grounds,12,7,254,85,0.087,0.049,1.779,0.576,0,neutral,word
value_rating,Value,served,12,7,254,85,0.087,0.049,1.779,0.576,0,neutral,word
value_rating,Value,favorite,7,4,254,85,0.052,0.029,1.779,0.576,2,positive,word
value_rating,Value,genuine,7,4,254,85,0.052,0.029,1.779,0.576,0,neutral,word
value_rating,Value,glass,7,4,254,85,0.052,0.029,1.779,0.576,0,neutral,word
value_rating,Value,including,7,4,254,85,0.052,0.029,1.779,0.576,0,neutral,word
value_rating,Value,lots,7,4,254,85,0.052,0.029,1.779,0.576,0,neutral,word
value_rating,Value,pictures,7,4,254,85,0.052,0.029,1.779,0.576,0,neutral,word
value_rating,Value,towels,7,4,254,85,0.052,0.029,1.779,0.576,0,neutral,word
value_rating,Value,shower,17,10,254,85,0.122,0.069,1.779,0.576,0,neutral,word
value_rating,Value,bit,19,11,254,85,0.134,0.076,1.749,0.559,0,neutral,word
value_rating,Value,huge,19,11,254,85,0.134,0.076,1.749,0.559,1,positive,word
value_rating,Value,car,14,8,254,85,0.099,0.057,1.738,0.553,0,neutral,word
value_rating,Value,air,9,5,254,85,0.064,0.037,1.717,0.54,0,neutral,word
value_rating,Value,brought,9,5,254,85,0.064,0.037,1.717,0.54,0,neutral,word
value_rating,Value,choose,9,5,254,85,0.064,0.037,1.717,0.54,0,neutral,word
value_rating,Value,edge,9,5,254,85,0.064,0.037,1.717,0.54,0,neutral,word
value_rating,Value,lift,9,5,254,85,0.064,0.037,1.717,0.54,0,neutral,word
value_rating,Value,photos,9,5,254,85,0.064,0.037,1.717,0.54,0,neutral,word
value_rating,Value,separate,9,5,254,85,0.064,0.037,1.717,0.54,0,neutral,word
value_rating,Value,sound,9,5,254,85,0.064,0.037,1.717,0.54,0,neutral,word
value_rating,Value,booked,11,6,254,85,0.076,0.045,1.676,0.516,0,neutral,word
value_rating,Value,golf,11,6,254,85,0.076,0.045,1.676,0.516,0,neutral,word
value_rating,Value,hot,11,6,254,85,0.076,0.045,1.676,0.516,0,neutral,word
value_rating,Value,super,11,6,254,85,0.076,0.045,1.676,0.516,3,positive,word
value_rating,Value,left,27,15,254,85,0.18,0.108,1.671,0.514,0,neutral,word
value_rating,Value,ambience,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,antonio,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,assigned,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,bags,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,ceremony,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,city,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,cliffside,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,complaints,4,2,254,85,0.029,0.018,1.647,0.499,-2,negative,word
value_rating,Value,construction,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,crowded,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,cute,4,2,254,85,0.029,0.018,1.647,0.499,2,positive,word
value_rating,Value,delivered,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,dry,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,easy,4,2,254,85,0.029,0.018,1.647,0.499,1,positive,word
value_rating,Value,final,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,flight,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,ice,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,immigration,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,isolated,4,2,254,85,0.029,0.018,1.647,0.499,-1,negative,word
value_rating,Value,lights,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,live,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,majority,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,matter,4,2,254,85,0.029,0.018,1.647,0.499,1,positive,word
value_rating,Value,min,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,minute,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,party,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,perfection,4,2,254,85,0.029,0.018,1.647,0.499,3,positive,word
value_rating,Value,pleasure,4,2,254,85,0.029,0.018,1.647,0.499,3,positive,word
value_rating,Value,portion,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,previous,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,seafood,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,signs,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,south,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,suite,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,tip,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,wagyu,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,written,4,2,254,85,0.029,0.018,1.647,0.499,0,neutral,word
value_rating,Value,don,24,13,254,85,0.157,0.096,1.634,0.491,0,neutral,word
value_rating,Value,outdoor,26,14,254,85,0.169,0.104,1.622,0.484,0,neutral,word
value_rating,Value,island,17,9,254,85,0.11,0.069,1.61,0.476,0,neutral,word
value_rating,Value,arranged,6,3,254,85,0.041,0.025,1.597,0.468,0,neutral,word
value_rating,Value,compare,6,3,254,85,0.041,0.025,1.597,0.468,0,neutral,word
value_rating,Value,finally,6,3,254,85,0.041,0.025,1.597,0.468,0,neutral,word
value_rating,Value,friend,6,3,254,85,0.041,0.025,1.597,0.468,1,positive,word
value_rating,Value,imagine,6,3,254,85,0.041,0.025,1.597,0.468,0,neutral,word
value_rating,Value,leaving,6,3,254,85,0.041,0.025,1.597,0.468,0,neutral,word
value_rating,Value,quiet,6,3,254,85,0.041,0.025,1.597,0.468,0,neutral,word
value_rating,Value,size,6,3,254,85,0.041,0.025,1.597,0.468,0,neutral,word
value_rating,Value,stars,6,3,254,85,0.041,0.025,1.597,0.468,0,neutral,word
value_rating,Value,strong,6,3,254,85,0.041,0.025,1.597,0.468,2,positive,word
value_rating,Value,arrived,21,11,254,85,0.134,0.084,1.586,0.461,0,neutral,word
value_rating,Value,book,8,4,254,85,0.052,0.033,1.57,0.451,0,neutral,word
value_rating,Value,built,8,4,254,85,0.052,0.033,1.57,0.451,0,neutral,word
value_rating,Value,business,8,4,254,85,0.052,0.033,1.57,0.451,0,neutral,word
value_rating,Value,cold,8,4,254,85,0.052,0.033,1.57,0.451,0,neutral,word
value_rating,Value,notch,8,4,254,85,0.052,0.033,1.57,0.451,0,neutral,word
value_rating,Value,till,8,4,254,85,0.052,0.033,1.57,0.451,0,neutral,word
value_rating,Value,won,8,4,254,85,0.052,0.033,1.57,0.451,3,positive,word
value_rating,Value,access,10,5,254,85,0.064,0.041,1.553,0.44,0,neutral,word
value_rating,Value,professional,10,5,254,85,0.064,0.041,1.553,0.44,0,neutral,word
value_rating,Value,short,10,5,254,85,0.064,0.041,1.553,0.44,0,neutral,word
value_rating,Value,choice,12,6,254,85,0.076,0.049,1.542,0.433,0,neutral,word
value_rating,Value,privacy,12,6,254,85,0.076,0.049,1.542,0.433,0,neutral,word
value_rating,Value,simply,12,6,254,85,0.076,0.049,1.542,0.433,0,neutral,word
value_rating,Value,husband,16,8,254,85,0.099,0.065,1.527,0.424,0,neutral,word
value_rating,Value,spent,18,9,254,85,0.11,0.073,1.523,0.42,0,neutral,word
value_rating,Value,lot,20,10,254,85,0.122,0.08,1.519,0.418,0,neutral,word
value_rating,Value,plunge,22,11,254,85,0.134,0.088,1.516,0.416,0,neutral,word
value_rating,Value,quality,24,12,254,85,0.145,0.096,1.513,0.414,2,positive,word
value_rating,Value,leave,25,12,254,85,0.145,0.1,1.453,0.374,-1,negative,word
value_rating,Value,restaurant,64,31,254,85,0.366,0.253,1.448,0.37,0,neutral,word
value_rating,Value,extremely,17,8,254,85,0.099,0.069,1.44,0.365,0,neutral,word
value_rating,Value,feeling,15,7,254,85,0.087,0.061,1.435,0.361,1,positive,word
value_rating,Value,evening,13,6,254,85,0.076,0.053,1.428,0.356,0,neutral,word
value_rating,Value,hard,13,6,254,85,0.076,0.053,1.428,0.356,-1,negative,word
value_rating,Value,top,36,17,254,85,0.203,0.143,1.422,0.352,2,positive,word
value_rating,Value,free,11,5,254,85,0.064,0.045,1.418,0.349,1,positive,word
value_rating,Value,person,11,5,254,85,0.064,0.045,1.418,0.349,0,neutral,word
value_rating,Value,hear,9,4,254,85,0.052,0.037,1.405,0.34,0,neutral,word
value_rating,Value,hope,9,4,254,85,0.052,0.037,1.405,0.34,2,positive,word
value_rating,Value,meal,9,4,254,85,0.052,0.037,1.405,0.34,0,neutral,word
value_rating,Value,pools,9,4,254,85,0.052,0.037,1.405,0.34,0,neutral,word
value_rating,Value,afternoon,7,3,254,85,0.041,0.029,1.384,0.325,0,neutral,word
value_rating,Value,compared,7,3,254,85,0.041,0.029,1.384,0.325,0,neutral,word
value_rating,Value,list,7,3,254,85,0.041,0.029,1.384,0.325,0,neutral,word
value_rating,Value,snacks,7,3,254,85,0.041,0.029,1.384,0.325,0,neutral,word
value_rating,Value,tea,7,3,254,85,0.041,0.029,1.384,0.325,0,neutral,word
value_rating,Value,views,50,23,254,85,0.273,0.198,1.38,0.322,0,neutral,word
value_rating,Value,main,20,9,254,85,0.11,0.08,1.374,0.318,0,neutral,word
value_rating,Value,dinner,31,14,254,85,0.169,0.124,1.365,0.311,0,neutral,word
value_rating,Value,wedding,18,8,254,85,0.099,0.073,1.362,0.309,0,neutral,word
value_rating,Value,italian,42,19,254,85,0.227,0.167,1.36,0.308,0,neutral,word
value_rating,Value,appreciated,5,2,254,85,0.029,0.022,1.348,0.298,2,positive,word
value_rating,Value,bring,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,dont,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,enjoying,5,2,254,85,0.029,0.022,1.348,0.298,2,positive,word
value_rating,Value,honestly,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,opinion,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,partner,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,past,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,premium,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,requests,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,serves,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,takes,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,trained,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,watching,5,2,254,85,0.029,0.022,1.348,0.298,0,neutral,word
value_rating,Value,call,16,7,254,85,0.087,0.065,1.348,0.298,0,neutral,word
value_rating,Value,decided,16,7,254,85,0.087,0.065,1.348,0.298,0,neutral,word
value_rating,Value,spend,16,7,254,85,0.087,0.065,1.348,0.298,0,neutral,word
value_rating,Value,beach,80,36,254,85,0.424,0.316,1.344,0.296,0,neutral,word
value_rating,Value,modern,12,5,254,85,0.064,0.049,1.305,0.266,0,neutral,word
value_rating,Value,sun,12,5,254,85,0.064,0.049,1.305,0.266,0,neutral,word
value_rating,Value,trip,28,12,254,85,0.145,0.112,1.3,0.263,0,neutral,word
value_rating,Value,location,44,19,254,85,0.227,0.175,1.299,0.262,0,neutral,word
value_rating,Value,details,10,4,254,85,0.052,0.041,1.271,0.24,0,neutral,word
value_rating,Value,level,17,7,254,85,0.087,0.069,1.271,0.24,0,neutral,word
value_rating,Value,relax,15,6,254,85,0.076,0.061,1.243,0.218,0,neutral,word
value_rating,Value,return,15,6,254,85,0.076,0.061,1.243,0.218,0,neutral,word
value_rating,Value,view,94,39,254,85,0.459,0.371,1.239,0.215,0,neutral,word
value_rating,Value,feel,39,16,254,85,0.192,0.155,1.239,0.214,0,neutral,word
value_rating,Value,bag,8,3,254,85,0.041,0.033,1.221,0.2,0,neutral,word
value_rating,Value,describe,8,3,254,85,0.041,0.033,1.221,0.2,0,neutral,word
value_rating,Value,gift,8,3,254,85,0.041,0.033,1.221,0.2,2,positive,word
value_rating,Value,provide,8,3,254,85,0.041,0.033,1.221,0.2,0,neutral,word
value_rating,Value,public,8,3,254,85,0.041,0.033,1.221,0.2,0,neutral,word
value_rating,Value,real,8,3,254,85,0.041,0.033,1.221,0.2,0,neutral,word
value_rating,Value,treated,8,3,254,85,0.041,0.033,1.221,0.2,0,neutral,word
value_rating,Value,hospitality,13,5,254,85,0.064,0.053,1.208,0.189,0,neutral,word
value_rating,Value,services,13,5,254,85,0.064,0.053,1.208,0.189,0,neutral,word
value_rating,Value,waves,13,5,254,85,0.064,0.053,1.208,0.189,0,neutral,word
value_rating,Value,greeted,18,7,254,85,0.087,0.073,1.202,0.184,1,positive,word
value_rating,Value,spectacular,26,10,254,85,0.122,0.104,1.175,0.161,0,neutral,word
value_rating,Value,reception,21,8,254,85,0.099,0.084,1.172,0.159,0,neutral,word
value_rating,Value,designed,16,6,254,85,0.076,0.065,1.168,0.155,0,neutral,word
value_rating,Value,lobby,11,4,254,85,0.052,0.045,1.16,0.149,-2,negative,word
value_rating,Value,offered,11,4,254,85,0.052,0.045,1.16,0.149,0,neutral,word
value_rating,Value,outstanding,11,4,254,85,0.052,0.045,1.16,0.149,5,positive,word
value_rating,Value,totally,11,4,254,85,0.052,0.045,1.16,0.149,0,neutral,word
value_rating,Value,watch,11,4,254,85,0.052,0.045,1.16,0.149,0,neutral,word
value_rating,Value,food,121,47,254,85,0.552,0.476,1.159,0.148,0,neutral,word
value_rating,Value,bang,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,bigger,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,breath,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,dream,6,2,254,85,0.029,0.025,1.14,0.131,1,positive,word
value_rating,Value,ensure,6,2,254,85,0.029,0.025,1.14,0.131,1,positive,word
value_rating,Value,hands,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,missing,6,2,254,85,0.029,0.025,1.14,0.131,-2,negative,word
value_rating,Value,olufsen,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,perfectly,6,2,254,85,0.029,0.025,1.14,0.131,3,positive,word
value_rating,Value,returned,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,scenery,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,tree,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,words,6,2,254,85,0.029,0.025,1.14,0.131,0,neutral,word
value_rating,Value,indonesian,14,5,254,85,0.064,0.057,1.125,0.118,0,neutral,word
value_rating,Value,uluwatu,30,11,254,85,0.134,0.12,1.118,0.112,0,neutral,word
value_rating,Value,hotels,38,14,254,85,0.169,0.151,1.117,0.11,0,neutral,word
value_rating,Value,beautiful,70,26,254,85,0.308,0.276,1.115,0.108,3,positive,word
value_rating,Value,worth,33,12,254,85,0.145,0.131,1.106,0.101,2,positive,word
value_rating,Value,arrival,17,6,254,85,0.076,0.069,1.101,0.097,0,neutral,word
value_rating,Value,pool,93,34,254,85,0.401,0.367,1.094,0.09,0,neutral,word
value_rating,Value,club,9,3,254,85,0.041,0.037,1.092,0.088,0,neutral,word
value_rating,Value,elevator,9,3,254,85,0.041,0.037,1.092,0.088,0,neutral,word
value_rating,Value,lanang,9,3,254,85,0.041,0.037,1.092,0.088,0,neutral,word
value_rating,Value,ride,9,3,254,85,0.041,0.037,1.092,0.088,0,neutral,word
value_rating,Value,tub,9,3,254,85,0.041,0.037,1.092,0.088,0,neutral,word
value_rating,Value,friendly,42,15,254,85,0.18,0.167,1.081,0.078,2,positive,word
value_rating,Value,couples,12,4,254,85,0.052,0.049,1.067,0.065,0,neutral,word
value_rating,Value,drink,12,4,254,85,0.052,0.049,1.067,0.065,0,neutral,word
value_rating,Value,secluded,12,4,254,85,0.052,0.049,1.067,0.065,0,neutral,word
value_rating,Value,serve,12,4,254,85,0.052,0.049,1.067,0.065,0,neutral,word
value_rating,Value,wait,12,4,254,85,0.052,0.049,1.067,0.065,0,neutral,word
value_rating,Value,enjoy,26,9,254,85,0.11,0.104,1.063,0.061,2,positive,word
value_rating,Value,manager,18,6,254,85,0.076,0.073,1.042,0.041,0,neutral,word
value_rating,Value,lunch,21,7,254,85,0.087,0.084,1.034,0.034,0,neutral,word
value_rating,Value,sea,21,7,254,85,0.087,0.084,1.034,0.034,0,neutral,word
value_rating,Value,staff,114,38,254,85,0.448,0.449,0.997,-0.003,0,neutral,word
value_rating,Value,bath,13,4,254,85,0.052,0.053,0.988,-0.012,0,neutral,word
value_rating,Value,fresh,13,4,254,85,0.052,0.053,0.988,-0.012,1,positive,word
value_rating,Value,finest,10,3,254,85,0.041,0.041,0.988,-0.012,3,positive,word
value_rating,Value,spa,58,19,254,85,0.227,0.229,0.988,-0.012,0,neutral,word
value_rating,Value,care,22,7,254,85,0.087,0.088,0.988,-0.012,2,positive,word
value_rating,Value,taking,16,5,254,85,0.064,0.065,0.988,-0.012,0,neutral,word
value_rating,Value,wife,16,5,254,85,0.064,0.065,0.988,-0.012,0,neutral,word
value_rating,Value,architecture,7,2,254,85,0.029,0.029,0.988,-0.012,0,neutral,word
value_rating,Value,children,7,2,254,85,0.029,0.029,0.988,-0.012,0,neutral,word
value_rating,Value,encountered,7,2,254,85,0.029,0.029,0.988,-0.012,0,neutral,word
value_rating,Value,lucky,7,2,254,85,0.029,0.029,0.988,-0.012,3,positive,word
value_rating,Value,meals,7,2,254,85,0.029,0.029,0.988,-0.012,0,neutral,word
value_rating,Value,negative,7,2,254,85,0.029,0.029,0.988,-0.012,-2,negative,word
value_rating,Value,received,7,2,254,85,0.029,0.029,0.988,-0.012,0,neutral,word
value_rating,Value,started,7,2,254,85,0.029,0.029,0.988,-0.012,0,neutral,word
value_rating,Value,traditional,7,2,254,85,0.029,0.029,0.988,-0.012,0,neutral,word
value_rating,Value,local,19,6,254,85,0.076,0.076,0.988,-0.012,0,neutral,word
value_rating,Value,dining,26,8,254,85,0.099,0.104,0.951,-0.05,0,neutral,word
value_rating,Value,living,23,7,254,85,0.087,0.092,0.946,-0.055,0,neutral,word
value_rating,Value,private,67,21,254,85,0.25,0.265,0.944,-0.057,0,neutral,word
value_rating,Value,cliff,64,20,254,85,0.238,0.253,0.942,-0.059,0,neutral,word
value_rating,Value,provided,20,6,254,85,0.076,0.08,0.94,-0.062,0,neutral,word
value_rating,Value,romantic,17,5,254,85,0.064,0.069,0.932,-0.071,0,neutral,word
value_rating,Value,warm,17,5,254,85,0.064,0.069,0.932,-0.071,1,positive,word
value_rating,Value,bar,49,15,254,85,0.18,0.194,0.928,-0.074,0,neutral,word
value_rating,Value,restaurants,49,15,254,85,0.18,0.194,0.928,-0.074,0,neutral,word
value_rating,Value,indian,30,9,254,85,0.11,0.12,0.924,-0.08,0,neutral,word
value_rating,Value,attention,14,4,254,85,0.052,0.057,0.92,-0.083,0,neutral,word
value_rating,Value,class,14,4,254,85,0.052,0.057,0.92,-0.083,0,neutral,word
value_rating,Value,atmosphere,11,3,254,85,0.041,0.045,0.902,-0.103,0,neutral,word
value_rating,Value,driver,11,3,254,85,0.041,0.045,0.902,-0.103,0,neutral,word
value_rating,Value,everyday,11,3,254,85,0.041,0.045,0.902,-0.103,0,neutral,word
value_rating,Value,housekeeping,11,3,254,85,0.041,0.045,0.902,-0.103,0,neutral,word
value_rating,Value,drinks,21,6,254,85,0.076,0.084,0.896,-0.109,0,neutral,word
value_rating,Value,honeymoon,31,9,254,85,0.11,0.124,0.894,-0.112,0,neutral,word
value_rating,Value,excellent,55,16,254,85,0.192,0.218,0.882,-0.126,3,positive,word
value_rating,Value,beds,8,2,254,85,0.029,0.033,0.872,-0.137,0,neutral,word
value_rating,Value,expecting,8,2,254,85,0.029,0.033,0.872,-0.137,0,neutral,word
value_rating,Value,fabulous,8,2,254,85,0.029,0.033,0.872,-0.137,4,positive,word
value_rating,Value,impression,8,2,254,85,0.029,0.033,0.872,-0.137,0,neutral,word
value_rating,Value,quickly,8,2,254,85,0.029,0.033,0.872,-0.137,0,neutral,word
value_rating,Value,recommended,8,2,254,85,0.029,0.033,0.872,-0.137,2,positive,word
value_rating,Value,shop,8,2,254,85,0.029,0.033,0.872,-0.137,0,neutral,word
value_rating,Value,gorgeous,15,4,254,85,0.052,0.061,0.861,-0.15,0,neutral,word
value_rating,Value,life,15,4,254,85,0.052,0.061,0.861,-0.15,0,neutral,word
value_rating,Value,swimming,15,4,254,85,0.052,0.061,0.861,-0.15,0,neutral,word
value_rating,Value,ocean,91,26,254,85,0.308,0.359,0.859,-0.152,0,neutral,word
value_rating,Value,comfortable,22,6,254,85,0.076,0.088,0.857,-0.155,2,positive,word
value_rating,Value,buggy,26,7,254,85,0.087,0.104,0.839,-0.175,0,neutral,word
value_rating,Value,holiday,19,5,254,85,0.064,0.076,0.836,-0.179,0,neutral,word
value_rating,Value,personal,19,5,254,85,0.064,0.076,0.836,-0.179,0,neutral,word
value_rating,Value,setting,19,5,254,85,0.064,0.076,0.836,-0.179,0,neutral,word
value_rating,Value,entire,12,3,254,85,0.041,0.049,0.83,-0.186,0,neutral,word
value_rating,Value,ubud,12,3,254,85,0.041,0.049,0.83,-0.186,0,neutral,word
value_rating,Value,recommend,41,11,254,85,0.134,0.163,0.822,-0.196,2,positive,word
value_rating,Value,luxurious,20,5,254,85,0.064,0.08,0.796,-0.229,0,neutral,word
value_rating,Value,accommodating,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,comfort,9,2,254,85,0.029,0.037,0.78,-0.248,2,positive,word
value_rating,Value,exclusive,9,2,254,85,0.029,0.037,0.78,-0.248,2,positive,word
value_rating,Value,facing,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,fruits,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,immediately,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,impeccable,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,mention,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,mind,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,system,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,treatments,9,2,254,85,0.029,0.037,0.78,-0.248,0,neutral,word
value_rating,Value,cocktails,13,3,254,85,0.041,0.053,0.769,-0.263,0,neutral,word
value_rating,Value,treatment,13,3,254,85,0.041,0.053,0.769,-0.263,0,neutral,word
value_rating,Value,wow,13,3,254,85,0.041,0.053,0.769,-0.263,4,positive,word
value_rating,Value,home,21,5,254,85,0.064,0.084,0.759,-0.276,0,neutral,word
value_rating,Value,overlooking,21,5,254,85,0.064,0.084,0.759,-0.276,0,neutral,word
value_rating,Value,absolutely,25,6,254,85,0.076,0.1,0.756,-0.28,0,neutral,word
value_rating,Value,visit,33,8,254,85,0.099,0.131,0.752,-0.285,0,neutral,word
value_rating,Value,amenities,26,6,254,85,0.076,0.104,0.727,-0.318,0,neutral,word
value_rating,Value,team,18,4,254,85,0.052,0.073,0.721,-0.327,0,neutral,word
value_rating,Value,pleasant,14,3,254,85,0.041,0.057,0.716,-0.334,3,positive,word
value_rating,Value,rest,14,3,254,85,0.041,0.057,0.716,-0.334,0,neutral,word
value_rating,Value,unique,14,3,254,85,0.041,0.057,0.716,-0.334,0,neutral,word
value_rating,Value,stunning,39,9,254,85,0.11,0.155,0.713,-0.338,4,positive,word
value_rating,Value,perfect,52,12,254,85,0.145,0.206,0.706,-0.348,3,positive,word
value_rating,Value,love,31,7,254,85,0.087,0.124,0.706,-0.348,3,positive,word
value_rating,Value,makes,10,2,254,85,0.029,0.041,0.706,-0.348,0,neutral,word
value_rating,Value,superb,10,2,254,85,0.029,0.041,0.706,-0.348,5,positive,word
value_rating,Value,travel,10,2,254,85,0.029,0.041,0.706,-0.348,0,neutral,word
value_rating,Value,week,10,2,254,85,0.029,0.041,0.706,-0.348,0,neutral,word
value_rating,Value,write,10,2,254,85,0.029,0.041,0.706,-0.348,0,neutral,word
value_rating,Value,breathtaking,23,5,254,85,0.064,0.092,0.694,-0.365,5,positive,word
value_rating,Value,family,19,4,254,85,0.052,0.076,0.684,-0.379,0,neutral,word
value_rating,Value,butler,67,15,254,85,0.18,0.265,0.681,-0.384,0,neutral,word
value_rating,Value,exceptional,15,3,254,85,0.041,0.061,0.67,-0.401,0,neutral,word
value_rating,Value,world,38,8,254,85,0.099,0.151,0.655,-0.424,0,neutral,word
value_rating,Value,fantastic,34,7,254,85,0.087,0.135,0.645,-0.439,4,positive,word
value_rating,Value,highlight,11,2,254,85,0.029,0.045,0.645,-0.439,2,positive,word
value_rating,Value,polite,11,2,254,85,0.029,0.045,0.645,-0.439,2,positive,word
value_rating,Value,set,11,2,254,85,0.029,0.045,0.645,-0.439,0,neutral,word
value_rating,Value,amazing,90,19,254,85,0.227,0.355,0.639,-0.448,4,positive,word
value_rating,Value,incredible,16,3,254,85,0.041,0.065,0.629,-0.464,0,neutral,word
value_rating,Value,massage,16,3,254,85,0.041,0.065,0.629,-0.464,0,neutral,word
value_rating,Value,sangkar,16,3,254,85,0.041,0.065,0.629,-0.464,0,neutral,word
value_rating,Value,single,16,3,254,85,0.041,0.065,0.629,-0.464,0,neutral,word
value_rating,Value,loved,21,4,254,85,0.052,0.084,0.621,-0.477,3,positive,word
value_rating,Value,enjoyed,26,5,254,85,0.064,0.104,0.615,-0.485,2,positive,word
value_rating,Value,helpful,26,5,254,85,0.064,0.104,0.615,-0.485,2,positive,word
value_rating,Value,special,41,8,254,85,0.099,0.163,0.607,-0.499,0,neutral,word
value_rating,Value,extra,12,2,254,85,0.029,0.049,0.593,-0.523,0,neutral,word
value_rating,Value,impressed,12,2,254,85,0.029,0.049,0.593,-0.523,3,positive,word
value_rating,Value,impressive,12,2,254,85,0.029,0.049,0.593,-0.523,3,positive,word
value_rating,Value,magnificent,12,2,254,85,0.029,0.049,0.593,-0.523,3,positive,word
value_rating,Value,names,12,2,254,85,0.029,0.049,0.593,-0.523,0,neutral,word
value_rating,Value,surprised,12,2,254,85,0.029,0.049,0.593,-0.523,0,neutral,word
value_rating,Value,tour,12,2,254,85,0.029,0.049,0.593,-0.523,0,neutral,word
value_rating,Value,detail,17,3,254,85,0.041,0.069,0.593,-0.523,0,neutral,word
value_rating,Value,highly,23,4,254,85,0.052,0.092,0.568,-0.566,0,neutral,word
value_rating,Value,wonderful,39,7,254,85,0.087,0.155,0.563,-0.574,4,positive,word
